smiles,measured log solubility in mols per litre,source
CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)CN)C(=O)O,2.97,ChEMBL
CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,2.01,ChEMBL
COC(=O)[C@H](N)Cc1ccccc1,-1.49,ChEMBL
CC(C)C(C/C=C1\CC(CO)(COC(=O)CC(C(C)C)C(C)C)OC1=O)C(C)C,5.89,ChEMBL
O=C1C2=C(CCC=C2O)C(C(=O)C(c2ccccc2)c2ccccc2)c2cccc(O)c21,4.6,ChEMBL
O=C1C2=C(CCC=C2O)C(C(=O)Cc2cccc3ccccc23)c2cccc(O)c21,4.61,ChEMBL
O=C1c2c(O)cccc2C(C(=O)Cc2ccc(I)cc2)c2cccc(O)c21,4.8,ChEMBL
Nc1ccc(CC(=O)C2c3cccc(O)c3C(=O)c3c(O)cccc32)cc1,3.29,ChEMBL
CC(=O)O[C@H]1C[C@H](n2cc(/C=C/Br)c(=O)[nH]c2=O)O[C@@H]1COP1(=O)OCc2cccc(C)c2O1,2.2,ChEMBL
CCCOc1cccc2nc(N)nc(N)c12,2.26,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(NCCc4ccco4)C3=O)N1CC1NC12,1.9,ChEMBL
N#Cc1ccc(OCC2CCN(Cc3ccccc3Br)CC2)cc1,4.09,ChEMBL
Brc1ccc(OCC2CCN(CC3CC3)CC2)cc1,6.22,ChEMBL
CC(C)[C@H](N)C(=O)N[C@@H](C)C(=O)O,3.04,ChEMBL
CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@@H](N)CC(C)C)C(C)C)C(=O)O,1.57,ChEMBL
Nc1nc(-c2ccc(Cl)cc2)ns1,2.83,ChEMBL
CC(C)C(C/C=C1\CC(CO)(COC(=O)C(C)(C)C)OC1=O)C(C)C,4.04,ChEMBL
O=C1c2c(O)cccc2C(C(=O)Cc2ccccc2Nc2c(Cl)cccc2Cl)c2cccc(O)c21,3.91,ChEMBL
COc1ccc2c(c1)COP(=O)(OC[C@H]1O[C@@H](n3cc(/C=C/Br)c(=O)[nH]c3=O)C[C@@H]1O)O2,1.6,ChEMBL
COc1ccc(CNCCN(C/C=C(\C)CCC=C(C)C)Cc2ccc(OC)c(OC)c2)cc1OC.Cl,4.506,ChEMBL
COC(=O)Cc1cc2c(cc1Cc1ccc(N)cc1)OCO2,2.68,ChEMBL
CNC(=O)N/N=C(\c1ccc(N)cc1)c1cc2c(cc1CC(=O)OC)OCO2,2.99,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(OCc4ccccc4)C3=O)N1CC1NC12,1.94,ChEMBL
COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCCCCCCCCCCC5)cc4c3C2=O)NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,4.75,ChEMBL
COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/OC(c5ccccc5)c5ccccc5)cc4c3C2=O)NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,4.96,ChEMBL
CC(C)[C@H](N)C(=O)N[C@H](C(=O)O)C(C)C,2.82,ChEMBL
CCC[C@H](N)C(=O)O,1.9,ChEMBL
CC(C)CC(C/C=C1/CC(CO)(COC(=O)C(C)(C)C)OC1=O)CC(C)C,5.03,ChEMBL
CC(C)CC(C/C=C1/CC(CO)(CN(O)C(=O)C(C)(C)C)OC1=O)CC(C)C,3.58,ChEMBL
COc1cccc(CC(=O)C2c3cccc(O)c3C(=O)c3c(O)cccc32)c1,4.16,ChEMBL
CCNC(=O)N1N=C(c2ccc(N)cc2)c2cc3c(cc2CC1=O)OCO3,2.41,ChEMBL
CO[C@@]12C(COC(N)=O)c3c(O)c(N=C4C=CC(=N)C=C4)c(C)c(O)c3N1CC1NC12,0.07,ChEMBL
N=C(N)NCCC[C@H](N)C(=O)O,4.25,ChEMBL
NCC(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,3.12,ChEMBL
CCOC(=O)[C@@H](Cc1ccc(O)cc1)NC(C)=O,2.65,ChEMBL
CCCC[C@H](N)C(=O)O,1.58,ChEMBL
CCCNC(=O)c1cccc2nc(N)nc(N)c12,0.83,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(OCC4CCC4)C3=O)N1CC1NC12,2.47,ChEMBL
CC(C)C[C@H](NC(=O)CN)C(=O)O,2.55,ChEMBL
NCC(=O)N[C@@H](Cc1ccccc1)C(=O)O,2.31,ChEMBL
N[C@@H](Cc1ccccc1)C(=O)O,1.49,ChEMBL
Nc1nc(-c2ccncc2)ns1,1.72,ChEMBL
Nc1nc(N)c2c(N)cccc2n1,0.3,ChEMBL
Cc1cccc2nc(N)nc(N)c12,1.26,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(Nc4ccc(F)cc4)C3=O)N1CC1NC12,1.44,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(Nc4cccc(I)c4)C3=O)N1CC1NC12,2.42,ChEMBL
COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCCCCCC5)cc4c3C2=O)NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,3.1,ChEMBL
COc1ccccc1CCC(O)CNC(C)(C)C,-0.21,ChEMBL
CC[C@H](C)[C@H](N)C(=O)N[C@@H](CCC(=O)O)C(=O)O,3.87,ChEMBL
CC(C)C[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)O,1.17,ChEMBL
COC(=O)[C@@H](N)Cc1c[nH]cn1,3.12,ChEMBL
CC(=O)NC(Cc1ccccc1)C(=O)O,2.37,ChEMBL
CC(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)O,3.28,ChEMBL
Nc1nc(-c2cccnc2)ns1,1.58,ChEMBL
CCCOc1ccc(CC(=O)C2c3cccc(O)c3C(=O)c3c(O)cccc32)cc1,4.97,ChEMBL
Cc1cccc2c1OP(=O)(OC[C@H]1O[C@@H](n3cc(/C=C/Br)c(=O)[nH]c3=O)C[C@@H]1OC(=O)[C@H](C)N)OC2.O=C(O)C(F)(F)F,-0.6,ChEMBL
CCCCNC(=O)N1N=C(c2ccc(N)cc2)c2cc3c(cc2CC1=O)OCO3,3.34,ChEMBL
CC(C)[C@H](NC(=O)[C@H](C)N)C(=O)O,2.78,ChEMBL
O=C(O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1,2.07,ChEMBL
CC(C)C[C@H](NC(=O)CNC(=O)CN)C(=O)O,3.21,ChEMBL
CC(C)CC(NC(=O)CN)C(=O)NCC(=O)O,3.21,ChEMBL
C[C@H](N)C(=O)NCC(=O)O,3.61,ChEMBL
C[C@H](N)C(=O)O,2.89,ChEMBL
COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(N)CC5)cc4c3C2=O)NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,-0.02,ChEMBL
C[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,2.11,ChEMBL
CC(C)C[C@H](N)C(=O)NCC(=O)O,2.9,ChEMBL
N[C@@H](Cc1ccccc1)C(=O)NCC(=O)O,2.52,ChEMBL
CC(C)C(C/C=C1/CC(CO)(COC(=O)C(C)(C)C)OC1=O)C(C)C,4.04,ChEMBL
CC(C)CC(C/C=C1/CC(CO)(COC(=O)CC(C(C)C)C(C)C)OC1=O)CC(C)C,6.88,ChEMBL
Cc1cccc2c1OP(=O)(OC[C@H]1O[C@@H](n3cc(/C=C/Br)c(=O)[nH]c3=O)C[C@@H]1OC(=O)[C@H]1CCCN1)OC2.O=C(O)C(F)(F)F,-0.4,ChEMBL
CCCOC(=O)Cc1cc2c(cc1/C(=N/NC(=O)NC)c1ccc(N)cc1)OCO2,3.24,ChEMBL
CCCCNC(=O)N/N=C(\c1ccc(N)cc1)c1cc2c(cc1CC(=O)OC)OCO2,3.81,ChEMBL
CNC(=O)NC(=O)Cc1cc2c(cc1Cc1ccc(N)cc1)OCO2,2.23,ChEMBL
CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,-0.38,ChEMBL
COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCCCCCCC5)cc4c3C2=O)NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,3.45,ChEMBL
CC[C@H](C)[C@H](N)C(=O)N[C@@H](CC(N)=O)C(=O)O,3.87,ChEMBL
CC[C@H](C)[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(=O)O,3.45,ChEMBL
N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O,1.84,ChEMBL
CC(N)C(=O)NC(C)C(=O)O,3.36,ChEMBL
CC(C)C[C@@H](NC(=O)CN)C(=O)O,2.55,ChEMBL
CC(C)(C)c1cc(-c2noc(N)n2)cc(C(C)(C)C)c1O,3.72,ChEMBL
CCNC(=O)N/N=C(\c1ccc(N)cc1)c1cc2c(cc1CC(=O)OC)OCO2,2.89,ChEMBL
CCCOC(=O)Cc1cc2c(cc1/C(=N/NC(=O)NCC)c1ccc(N)cc1)OCO2,3.67,ChEMBL
Nc1nc(N)c2c(Oc3ccccc3)cccc2n1,2.78,ChEMBL
COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(c(O)cc4c3C2=O)NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,0.11,ChEMBL
COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(c(CN5CCNCC5)cc4c3C2=O)NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,1.76,ChEMBL
COc1ccccc1OCC(O)CNC(C)(C)C,-0.44,ChEMBL
C=CCOc1ccccc1OCC(O)CNC(C)C,0.2,ChEMBL
CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1)C(=O)O,2.56,ChEMBL
NC(=O)C[C@H](N)C(=O)O,3.41,ChEMBL
N[C@@H](CO)C(=O)O,3.3,ChEMBL
CC(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)O,3.28,ChEMBL
Nc1nc(Cc2ccccc2)ns1,2.05,ChEMBL
Cc1nsc(N)n1,0.0,ChEMBL
CC(C)CC(C/C=C1/CC(CO)(COC(=O)C(C)(C)C)NC1=O)CC(C)C,5.01,ChEMBL
CCCNC(=O)N/N=C(\c1ccc(N)cc1)c1cc2c(cc1CC(=O)OC)OCO2,3.24,ChEMBL
Nc1nc(N)c2c(N3CCOCC3)cccc2n1,1.11,ChEMBL
NC(=O)c1cc(OCCNCC(O)c2ccccc2)ccc1O,1.24,ChEMBL
CC(C)[C@H](N)C(=O)O,208.0,ChEMBL
O=C(O)[C@@H]1CCCN1,2.5,ChEMBL
N[C@@H](CCC(=O)O)C(=O)O,3.88,ChEMBL
Nc1nc(-c2ccccc2)ns1,1.81,ChEMBL
Cc1cccc2c1OP(=O)(OC[C@H]1O[C@@H](n3cc(/C=C/Br)c(=O)[nH]c3=O)C[C@@H]1OC(=O)CN)OC2.O=C(O)C(F)(F)F,-0.8,ChEMBL
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1/C=C/Br,0.33,ChEMBL
Nc1nc(N)c2c(F)cccc2n1,1.19,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(Nc4ccc(I)cc4)C3=O)N1CC1NC12,2.42,ChEMBL
N#Cc1ccc(OCC2CCN(Cc3ccc(F)cc3)CC2)cc1,3.22,ChEMBL
COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/Nc5ccc([N+](=O)[O-])cc5[N+](=O)[O-])cc4c3C2=O)NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,3.81,ChEMBL
COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5C(C)CN(Cc6ccccc6)CC5C)cc4c3C2=O)NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,4.28,ChEMBL
CCCCCCN(CCCCCC)/N=C/c1cc2c3c4c(C)c(O)c2c(O)c1NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C(C)C(OC)/C=C/OC(C)(O4)C3=O,3.51,ChEMBL
CC[C@@H](C)[C@H](N)C(=O)O,1.72,ChEMBL
COC(=O)[C@H](CC(C)C)NC(=O)CN,2.55,ChEMBL
CC(NC(=O)CN)C(=O)O,3.56,ChEMBL
O=C(O)CNC(=O)c1ccccc1,-1.99,ChEMBL
C[C@@H](NC(=O)c1ccccc1)C(=O)O,-1.74,ChEMBL
CC(C)CC(C/C=C1\CC(CO)(COC(=O)C(C)(C)C)N(O)C1=O)CC(C)C,4.64,ChEMBL
O=C1c2c(O)cccc2C(C(=O)Cc2ccc(C(F)(F)F)cc2)c2cccc(O)c21,4.4,ChEMBL
Cc1cccc2c1OP(=O)(OC[C@H]1O[C@@H](n3cc(/C=C/Br)c(=O)[nH]c3=O)C[C@@H]1OC(=O)CC(C)C)OC2,2.4,ChEMBL
CCCCOC(=O)Cc1cc2c(cc1/C(=N/NC(=O)NCC)c1ccc(N)cc1)OCO2,4.24,ChEMBL
COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCCC5)cc4c3C2=O)NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,2.75,ChEMBL
CC(C)C[C@H](NC(=O)CNC(=O)[C@@H](N)CC(C)C)C(=O)O,2.31,ChEMBL
N[C@@H](CC(=O)O)C(=O)O,4.01,ChEMBL
CC(C)C[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,1.15,ChEMBL
COc1cccc(COc2ccc(CC(=O)C3c4cccc(O)c4C(=O)c4c(O)cccc43)cc2)c1,5.19,ChEMBL
CC(C(=O)C1c2cccc(O)c2C(=O)c2c(O)cccc21)c1ccccc1,4.43,ChEMBL
CCCC(=O)O[C@H]1C[C@H](n2cc(/C=C/Br)c(=O)[nH]c2=O)O[C@@H]1COP1(=O)OCc2cccc(C)c2O1,2.3,ChEMBL
N#Cc1cccc(CN2CCC(COc3ccc(I)cc3)CC2)c1,4.19,ChEMBL
Brc1cccc(OCC2CCN(CC3CC3)CC2)c1,6.36,ChEMBL
COc1ccccc1OCC(O)CNCCOc1ccc(O)c(C(N)=O)c1,1.14,ChEMBL
CC(C)C[C@H](NC(=O)[C@H](C)N)C(=O)O,2.35,ChEMBL
CCOC(=O)[C@@H](N)Cc1c[nH]c2ccccc12,0.5,ChEMBL
O=C1c2c(O)cccc2C(C(=O)Cc2ccc(Cl)cc2)c2cccc(O)c21,4.49,ChEMBL
CCC(C)[C@@H](N)C(=O)O[C@H]1C[C@H](n2cc(/C=C/Br)c(=O)[nH]c2=O)O[C@@H]1COP1(=O)OCc2cccc(C)c2O1.O=C(O)C(F)(F)F,-0.02,ChEMBL
CNC(=O)NC(=O)Cc1ccc2c(c1)OCO2,1.09,ChEMBL
CCCCOc1cccc2nc(N)nc(N)c12,2.81,ChEMBL
CO[C@@]12C(COC(N)=O)C3=C(C(=O)C(C)=C(OCCOCCO)C3=O)N1CC1NC12,-1.08,ChEMBL
CC(=O)NCc1ccc(CN2CCN(c3ccc(F)cc3F)CC2)cc1,1.83,ChEMBL
COC(=O)c1[nH]cc(-c2ccccc2C)c1N1CCOCC1,2.8,ChEMBL
CC12CCC(=O)C=C1CCC1C3CC[C@](O)(C(=O)CO[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C3(C)CC(O)[C@@]12F,0.25,ChEMBL
Cn1c(=O)c(Cc2ccc(C(=N)N)cc2)nc2cc(C(C)(C)C(=O)N3CCCC3)ccc21,1.0,ChEMBL
CC(=O)NCc1ccc(CN2CCN(c3cnccn3)CC2)cc1,-0.09,ChEMBL
Oc1c2c(nn1-c1ccc(Cl)c(Cl)c1)CCS2,3.62,ChEMBL
O=C(Cc1cccc2ccccc12)N1CCC(CNCCCCNCCCO)CC1,2.47,ChEMBL
NCCCNCCCCNCCCNC(=O)Cc1cccc2ccccc12,1.74,ChEMBL
Oc1c2c(nn1-c1ccc(Cl)cc1)CCS2,3.06,ChEMBL
CCC(NC(C)=O)c1ccc(CN2CCN(c3ccccc3)CC2)cc1,2.59,ChEMBL
CC(=O)NC(C)(C)c1ccc(CN2CCN(c3ccccc3)CC2)cc1,2.83,ChEMBL
CCCCCCOC(=O)c1ccc(OS(N)(=O)=O)cc1,3.49,ChEMBL
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.11,ChEMBL
Nc1c2c(nc3ccccc13)CCCC2,2.71,ChEMBL
CCC(CC)(NC(C)=O)c1ccc(CN2CCN(c3ccccc3)CC2)cc1,3.35,ChEMBL
CC(=O)NC(C)(C)c1ccc(CN2CCN(c3ncccn3)CC2)cc1,1.18,ChEMBL
CC(=O)NC1(c2ccc(CN3CCN(c4nccs4)CC3)cc2)CC1,1.58,ChEMBL
C=CCNC(=O)c1[nH]cc(-c2ccc(Cl)cc2)c1N1CCOCC1,3.7,ChEMBL
O=S(=O)(Oc1ccc(-c2c[nH]c(SCCc3c[nH]cn3)n2)cc1)c1ccccc1,0.81,ChEMBL
CCCOC(=O)c1ccc(OS(N)(=O)=O)cc1,2.3,ChEMBL
CCCCCCCCCCOC(=O)c1ccc(OS(N)(=O)=O)cc1,5.08,ChEMBL
NS(=O)(=O)Oc1ccc2c3c(c(=O)oc2c1)CCCCC3,2.65,ChEMBL
COC(=O)c1ccc(OS(N)(=O)=O)cc1,1.49,ChEMBL
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.27,ChEMBL
CCOC(=O)C(C)(C)c1ccc2c(C)cc(Oc3ccc(C(=N)N)cc3)nc2c1,1.7,ChEMBL
O=C(Cc1cccc2ccccc12)N1CCC(CCCCCCNCC2CCCCC2)CC1,7.51,ChEMBL
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CC[C@]2(O)C(=O)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.44,ChEMBL
CC(=O)NCc1ccc(CN2CCN(c3ccccc3)CC2)cc1,1.55,ChEMBL
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CC[C@]2(O)C(=O)CO[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.15,ChEMBL
CC(=O)NCc1ccc(CN2CCN(c3ccccn3)CC2)cc1,0.88,ChEMBL
CC(=O)NC(C)c1ccc(CN2CCN(c3cccc(F)n3)CC2)cc1,1.99,ChEMBL
COC(=O)c1[nH]cc(-c2ccc(Cl)cc2)c1N(C)CCN(C)C,3.3,ChEMBL
CN(C)CCCCNCC1CCN(C(=O)Cc2cccc3ccccc23)CC1,3.21,ChEMBL
NS(=O)(=O)Oc1ccc(C(=O)OC2CCCCCCC2)cc1,3.87,ChEMBL
NC(=O)c1ccc(-c2c[nH]c(SCCc3c[nH]cn3)n2)cc1,-1.34,ChEMBL
COC(=O)c1[nH]cc(-c2ccc(Cl)cc2)c1N1CCOCC1,3.5,ChEMBL
O=[N+]([O-])c1ccc(-c2c[nH]c(SCCc3c[nH]cn3)n2)cc1,0.0,ChEMBL
CCOC(=O)c1[nH]cc(-c2ccc(Cl)cc2)c1N1CCOCC1,3.9,ChEMBL
COC(=O)c1c(N2CCOCC2)c(-c2ccc(Cl)cc2)cn1C(=O)c1ccccc1,5.5,ChEMBL
CCCCCCCCOC(=O)c1ccc(OS(N)(=O)=O)cc1,4.29,ChEMBL
NS(=O)(=O)Oc1ccc(C(=O)OC2CCCC2)cc1,2.68,ChEMBL
NS(=O)(=O)Oc1ccc(C(=O)OC2CCCCC2)cc1,3.08,ChEMBL
CC12CCC(=O)C=C1CCC1C3CC[C@](O)(C(=O)CO[C@H]4O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C3(C)CC(O)[C@@]12F,0.84,ChEMBL
CC12CCC(=O)C=C1CCC1C3CC[C@](O)(C(=O)CO)C3(C)CC(O)[C@@]12F,1.73,ChEMBL
CC(=O)NC1(c2ccc(CN3CCN(c4cccc(F)n4)CC3)cc2)CC1,1.8,ChEMBL
COC(=O)c1[nH]cc(-c2ccc(Cl)cc2)c1N1CCN(c2ccccc2)CC1,4.4,ChEMBL
COC(=O)c1c(N2CCOCC2)c(-c2ccc(Cl)cc2)cn1C(C)=O,3.5,ChEMBL
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1.55,ChEMBL
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1.54,ChEMBL
CC(=O)NC(C)(C)c1ccc(CN2CCN(c3nccs3)CC2)cc1,2.01,ChEMBL
O=C(Cc1cccc2ccccc12)N1CCC(CNCCCCNCC2CCOCC2)CC1,3.45,ChEMBL
O=C(Cc1cccc2ccccc12)N1CCC(CNCCCCNCC2CCCCC2)CC1,5.32,ChEMBL
CCCCCOC(=O)c1ccc(OS(N)(=O)=O)cc1,3.1,ChEMBL
Cc1cc(=O)oc2cc(OS(N)(=O)=O)ccc12,1.6,ChEMBL
[O-][S+]1CCc2nn(-c3ccc(Cl)c(Cl)c3)c(O)c21,2.01,ChEMBL
CC(=O)NC1(c2ccc(CN3CCN(c4ccccc4)CC3)cc2)CC1,1.9,ChEMBL
O=C(O)c1[nH]cc(-c2ccc(Cl)cc2)c1N1CCOCC1,1.8,ChEMBL
CC1CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC2(C)[C@@]1(O)C(=O)CO[C@@H]1O[C@@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.49,ChEMBL
CC(=O)NC(C)c1ccc(CN2CCN(c3ncccn3)CC2)cc1,0.93,ChEMBL
CC(=O)NC(C)(C)c1ccc(CN2CCN(c3cccc(F)n3)CC2)cc1,2.24,ChEMBL
COC(=O)c1[nH]cc(-c2ccc(Br)cc2)c1N1CCOCC1,3.8,ChEMBL
CCS(=O)(=O)n1cc(-c2ccc(Cl)cc2)c(N2CCOCC2)c1C(=O)OC,4.2,ChEMBL
Cn1cc(-c2ccc(Cl)cc2)c(N2CCOCC2)c1,4.2,ChEMBL
CN1CCN(C(=O)c2[nH]cc(-c3ccc(Cl)cc3)c2N2CCOCC2)CC1,3.3,ChEMBL
N#Cc1ccc(-n2nc3c(c2O)SCC3)cc1,2.53,ChEMBL
CC(=O)NCc1ccc(CN2CCN(c3cccc(F)n3)CC2)cc1,1.45,ChEMBL
CC(=O)NCc1ccc(CN2CCN(c3nccn3C)CC2)cc1,0.67,ChEMBL
CCCOc1cccc(-c2c[nH]c(SCCc3c[nH]cn3)n2)c1,0.99,ChEMBL
NC(=O)c1cccc(-c2c[nH]c(SCCc3c[nH]cn3)n2)c1,-0.46,ChEMBL
CCCCOC(=O)c1ccc(OS(N)(=O)=O)cc1,2.7,ChEMBL
CCCCCCCOC(=O)c1ccc(OS(N)(=O)=O)cc1,3.89,ChEMBL
CC(=O)NCc1ccc(CN2CCN(c3ncccn3)CC2)cc1,0.4,ChEMBL
CC(=O)NC1(c2ccc(CN3CCN(c4ncccn4)CC3)cc2)CC1,0.75,ChEMBL
CCCNCCCCNCC1CCN(C(=O)Cc2cccc3ccccc23)CC1,3.89,ChEMBL
COCCNC(=O)c1[nH]cc(-c2ccc(Cl)cc2)c1N1CCOCC1,3.3,ChEMBL
O=C(Cc1cccc2ccccc12)N1CCC(CNCCCCCCC2CCCCC2)CC1,7.51,ChEMBL
Cn1cc(-c2ccc(Cl)cc2)c(N2CCOCC2)c1C(=O)O,2.3,ChEMBL
c1ccc(-c2c[nH]c(SCCc3c[nH]cn3)n2)cc1,-0.15,ChEMBL
CCCc1ccc(-c2c[nH]c(SCCc3c[nH]cn3)n2)cc1,1.36,ChEMBL
CC1CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC2(C)[C@@]1(O)C(=O)CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0.59,ChEMBL
CC(=O)NCc1ccc(CN2CCN(c3ccncc3)CC2)cc1,0.51,ChEMBL
CC(=O)NCc1ccc(CN2CCN(c3cccnc3)CC2)cc1,0.49,ChEMBL
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,-0.56,ChEMBL
CC(=O)NC(C)c1ccc(CN2CCN(c3ccccc3)CC2)cc1,2.08,ChEMBL
NC(=O)c1[nH]cc(-c2ccc(Cl)cc2)c1N1CCOCC1,2.4,ChEMBL
C[C@]12CC[C@@H]3c4ccc(OS(N)(=O)=O)cc4CC[C@H]3[C@@H]1CCC2=O,3.8,ChEMBL
NCCCCNCC1CCN(C(=O)Cc2cccc3ccccc23)CC1,2.44,ChEMBL
COC(=O)c1c(N2CCOCC2)c(-c2ccc(Cl)cc2)cn1C(=O)N1CCOCC1,3.1,ChEMBL
Cn1c(=O)c(Cc2ccc(C(=N)N)cc2)nc2cc(C3(C(=O)N4CCCC4)CC3)ccc21,1.5,ChEMBL
CC(=O)NCc1ccc(CN2CCN(c3nccs3)CC2)cc1,1.23,ChEMBL
CC(=O)NC(C)c1ccc(CN2CCN(c3nccs3)CC2)cc1,1.76,ChEMBL
O=C(Cc1cccc2ccccc12)N1CCC(CNCCCCN2CCCCC2)CC1,4.22,ChEMBL
O=C(Cc1cccc2ccccc12)N1CCC(CNCCCCNCCN2CCCCC2)CC1,3.72,ChEMBL
CCCCCCCCCOC(=O)c1ccc(OS(N)(=O)=O)cc1,4.68,ChEMBL
NS(=O)(=O)Oc1ccc(C(=O)OC2CCCCCC2)cc1,3.47,ChEMBL
Nc1c2c(nc3ccccc13)OCCC2,1.86,ChEMBL
CCOC(=O)c1ccc(OS(N)(=O)=O)cc1,1.84,ChEMBL
CC(C)NCCCCNCC1CCN(C(=O)Cc2cccc3ccccc23)CC1,3.91,ChEMBL
CC(C)CNCCCCNCC1CCN(C(=O)Cc2cccc3ccccc23)CC1,4.18,ChEMBL
CCCNC(=O)c1[nH]cc(-c2ccc(Cl)cc2)c1N1CCOCC1,4.2,ChEMBL
O=[N+]([O-])c1cccc(-c2c[nH]c(SCCc3c[nH]cn3)n2)c1,-0.13,ChEMBL
Cc1cccc2nc3c(c(N)c12)CCCO3,2.28,ChEMBL
CCOC(=O)C(C)(C)c1ccc2c(c1)nc(Cc1ccc(C(=N)N)cc1)c(=O)n2C,0.5,ChEMBL
NC(=O)c1cccc(-n2nc3c(c2O)SCC3)c1,1.41,ChEMBL
