Drug,CYP3A4,CYP2C9,CYP2D6,source
C[C@@H](c1ccccn1)c1c(CCN2CCCC2)sc2ccccc12,0,,,ChEMBL
C[C@@H](c1ccccn1)c1c(CCN2CCC2)sc2ccccc12,0,,,ChEMBL
CC(c1cccnc1)c1c(CCN(C)C)sc2ccccc12,0,,,ChEMBL
C[C@@H](c1cccnc1)c1c(CCN(C)C)sc2ccccc12,0,,,ChEMBL
CC(c1nccs1)c1c(CCN(C)C)sc2ccccc12,0,,,ChEMBL
C[C@@H](c1cscn1)c1c(CCN(C)C)sc2ccccc12,0,,,ChEMBL
C[C@@H](c1cncs1)c1c(CCN(C)C)sc2ccccc12,0,,,ChEMBL
CC(c1c(CCN(C)C)sc2ccccc12)n1ccnc1,0,,,ChEMBL
C[C@H](c1c(CCN(C)C)sc2ccccc12)n1cccn1,0,,,ChEMBL
O=C1CCC2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OCC2C1,0,,,ChEMBL
O=S(=O)(c1ccc(Cl)cc1)C12CCC(O)CC1COc1c(F)ccc(F)c12,0,,,ChEMBL
O=S(=O)(N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@H]2C1)C(F)(F)F,0,,,ChEMBL
O=S(=O)(N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@H]2C1)C1CC1,0,,,ChEMBL
CCn1c(=O)c(-c2cc(C(=O)NC3CC3)ccc2C)cc2cnn(-c3ccc(F)cc3F)c21,0,,,ChEMBL
Cc1ccc(C(=O)NC2CC2)cc1-c1cc2cnn(-c3c(F)cccc3F)c2n(C)c1=O,0,,,ChEMBL
C[C@@H](O[C@H]1CN2C(=O)C=C(C3=CCN(C(C)(C)C)CC3)CC2[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0,,,ChEMBL
CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccccc3)cc12,0,,,ChEMBL
CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)cc3)c(Br)cc12,0,,,ChEMBL
COC(=O)N(CC(=O)O)Cc1cccc(OCc2nc(-c3ccc(Cl)cc3)oc2C)c1,0,,,ChEMBL
COCCCc1ccc(Cl)c(CN(C(=O)[C@H](CN)Cc2ccc(CCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,1,,,ChEMBL
COCCCc1cc(CN(C(=O)[C@@H](CN)Cc2ccc(CCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCOC)c1,0,,,ChEMBL
O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCC2CCN(C(=O)c3ccccc3)CC2)C1,0,,,ChEMBL
O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCN2CCN(C(=O)c3ccccc3)CC2)C1,0,,,ChEMBL
O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCN2CCN(C(=O)c3ccccc3Cl)CC2)C1,0,,,ChEMBL
O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCN2CCN(C(=O)c3ccccc3F)CC2)C1,0,,,ChEMBL
O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCN2CCN(C(=O)c3cc(F)ccc3F)CC2)C1,0,,,ChEMBL
CCOC(=O)[C@H](C)NP(=O)(COc1cc(C)c(C)c2c1-c1ncsc1C2)N[C@@H](C)C(=O)OCC,1,,,ChEMBL
Cc1cc(OC[P@@]2(=O)OCC[C@@H](c3cccc(Cl)c3)O2)c2c(c1C)Cc1scnc1-2,1,,,ChEMBL
Cc1cc(OC[P@]2(=O)OCC[C@@H](c3cccc(Cl)c3)O2)c2c(c1C)Cc1scnc1-2,0,,,ChEMBL
Cc1cc(OC[P@@]2(=O)OCC[C@@H](c3ccc(Cl)cc3)O2)c2c(c1C)Cc1scnc1-2,1,,,ChEMBL
Cc1cc(OC[P@]2(=O)OCC[C@@H](c3ccc(Cl)cc3)O2)c2c(c1C)Cc1scnc1-2,1,,,ChEMBL
COc1cccc([C@@H]2CCO[P@](=O)(COc3cc(C)c(C)c4c3-c3ncsc3C4)O2)c1,1,,,ChEMBL
COc1cccc([C@@H]2CCO[P@@](=O)(COc3cc(C)c(C)c4c3-c3ncsc3C4)O2)c1,1,,,ChEMBL
Cc1cc(OC[P@@]2(=O)OCC[C@@H](c3ccccn3)O2)c2c(c1C)Cc1scnc1-2,0,,,ChEMBL
Cc1cc(OC[P@@]2(=O)OCC[C@@H](c3cccnc3)O2)c2c(c1C)Cc1scnc1-2,0,,,ChEMBL
Cc1cc(OC[P@@]2(=O)OCC[C@@H](c3ccncc3)O2)c2c(c1C)Cc1scnc1-2,0,,,ChEMBL
Cc1cc(OC[P@]2(=O)OCC[C@H](c3cccnc3C)O2)c2c(c1C)Cc1scnc1-2,0,,,ChEMBL
Cc1ccc([C@@H]2CCO[P@](=O)(COc3cc(C)c(C)c4c3-c3ncsc3C4)O2)cn1,0,,,ChEMBL
Cc1cc(OC[P@@]2(=O)OCC[C@@H](c3cccnc3C)O2)c2c(c1C)Cc1scnc1-2,0,,,ChEMBL
Cc1csc(Cn2c(C3CCCN(C4CCCCC4)C3)nc3ccccc32)n1,0,,,ChEMBL
CCOCCn1c(C2CCCN(C3CCOCC3)C2)nc2ccccc21,0,,,ChEMBL
CCOCCn1c(C2CCCN(C3CCCCC3)C2)nc2ccccc21,0,,,ChEMBL
COc1ccc(Cn2c(C3CCCN(C4CCOCC4)C3)nc3ccccc32)cc1,0,,,ChEMBL
COc1ccc(Cn2c(C3CCCN(C4CCCCC4)C3)nc3ccccc32)cc1,0,,,ChEMBL
COc1ccc(Cn2c(C3CCCN(C(C)C)C3)nc3ccccc32)cc1,0,,,ChEMBL
Fc1ccc(Cn2c(C3CCCN(C4CCCCC4)C3)nc3ccccc32)cc1,0,,,ChEMBL
CC(C)N1CCCC(c2nc3ccccc3n2Cc2ccc(F)cc2)C1,0,,,ChEMBL
CN1CCCC(c2nc3ccccc3n2CC2CCCO2)C1,0,,,ChEMBL
Cc1csc(Cn2c(C3CCCN(C)C3)nc3ccccc32)n1,0,,,ChEMBL
CN1CCCC(c2nc3ccccc3n2Cc2ccccn2)C1,0,,,ChEMBL
CCOCCn1c(C2CCCN(C)C2)nc2ccccc21,0,,,ChEMBL
CN1CCCC(c2nc3ccccc3n2CCOc2ccccc2)C1,0,,,ChEMBL
COc1ccc(Cn2c(C3CCCN(C)C3)nc3ccccc32)cc1,0,,,ChEMBL
CN1CCCC(c2nc3ccccc3n2Cc2ccc(F)cc2)C1,0,,,ChEMBL
CCOCCn1c(N2CC[C@H](N(C)C)C2)nc2ccccc21,0,,,ChEMBL
COc1ccc(Cn2c(N3CC[C@@H](N(C)C)C3)nc3ccccc32)cc1,0,,,ChEMBL
Cc1csc(Cn2c(C3CCCN(C4CCOCC4)C3)nc3ccccc32)n1,0,,,ChEMBL
CN1C(=O)N(c2cc(Cl)cc(Cl)c2)C(=O)[C@]12CN(c1ccc(C(=O)O)cn1)C[C@H]2c1ccc(C#N)cc1,0,,,ChEMBL
O=c1c(-c2c(O)cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc23)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,1,,,ChEMBL
Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65,0,,,ChEMBL
CC(C)=CCC[C@]1(C)[C@@H](CC=C(C)C)C[C@]2(CC=C(C)C)C(=O)C(CC=C(C)C)=C(O)[C@@]1(C(=O)C(C)C)C2=O,0,,,ChEMBL
O=C(O)CCCOc1cccc(CCCCCCOc2cc(-c3ccccc3)cc(-c3ccccc3)n2)c1CCC(=O)O,0,,,ChEMBL
O=C(O)CCCOc1cccc(CCCCCCOc2cc(-c3ccc4c(c3)OCO4)cc(-c3ccccc3F)c2)c1CCC(=O)O,0,,,ChEMBL
O=C(O)CCCOc1cccc(CCCCCCOc2cc(-c3cccc(F)c3)cc(-c3ccc4c(c3)OCO4)c2)c1CCC(=O)O,0,,,ChEMBL
O=C(O)CCCOc1cccc(CCCCCCOc2cc(-c3ccsc3)cc(-c3ccc4c(c3)OCO4)c2)c1CCC(=O)O,0,,,ChEMBL
O=C(O)CCCOc1cccc(CCCCCCOc2cc(-c3ccncc3)cc(-c3ccncc3)c2)c1CCC(=O)O,0,,,ChEMBL
O=C(O)CCCOc1cccc(CCCCCCOc2cc(-c3ccccc3)cc(-c3ccccc3)c2)c1CCC(=O)O,0,,,ChEMBL
CCN1CCN(c2cc(C)c3nc(-c4c(NC[C@@H](O)c5cccc(Cl)c5)cc[nH]c4=O)[nH]c3c2)CC1,0,,,ChEMBL
CC(=O)N1CCN(c2cc(C)c3nc(-c4c(NC[C@@H](O)c5cccc(Cl)c5)cc[nH]c4=O)[nH]c3c2)CC1,0,,,ChEMBL
COCC(=O)N1CCN(c2cc(C)c3nc(-c4c(NC[C@@H](O)c5cccc(Cl)c5)cc[nH]c4=O)[nH]c3c2)CC1,1,,,ChEMBL
Cc1cc(N2CCN(C(=O)CCCF)CC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,1,,,ChEMBL
Cc1cc(N2CCN(C(=O)OC(C)(C)C)CC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,0,,,ChEMBL
COC(=O)N1CCN(c2cc(C)c3nc(-c4c(NC[C@@H](O)c5cccc(Cl)c5)cc[nH]c4=O)[nH]c3c2)CC1,1,,,ChEMBL
CCOC(=O)N1CCN(c2cc(C)c3nc(-c4c(NC[C@@H](O)c5cccc(Cl)c5)cc[nH]c4=O)[nH]c3c2)CC1,0,,,ChEMBL
Cc1cc(N2CCN(S(C)(=O)=O)CC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,1,,,ChEMBL
Cc1cc(N2CCN(CCO)CC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,0,,,ChEMBL
Cc1cc(N2CCN(CCCO)CC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,0,,,ChEMBL
CNC(=O)CN1CCN(c2cc(C)c3nc(-c4c(NC[C@@H](O)c5cccc(Cl)c5)cc[nH]c4=O)[nH]c3c2)CC1,0,,,ChEMBL
Cc1cc(N2CCN(CC(=O)NCCF)CC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,0,,,ChEMBL
Cc1cc(N2CCN(CCCF)CC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,1,,,ChEMBL
Cc1cc(N2CCN(CC#N)CC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,0,,,ChEMBL
Cc1cc(N2CCN(CCC#N)CC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12,0,,,ChEMBL
COCCN1CCN(c2cc(C)c3nc(-c4c(NC[C@@H](O)c5cccc(Cl)c5)cc[nH]c4=O)[nH]c3c2)CC1,0,,,ChEMBL
CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1,0,,,ChEMBL
Cc1cc(C(=O)N[C@@H]2CC(C)(C)Oc3nc(-c4ccc(Cl)cc4Cl)c(-c4ccc(Cl)cc4)cc32)n[nH]1,0,,,ChEMBL
CC(C)(C)c1ccc(SCCc2c[nH]cn2)cc1,1,,,ChEMBL
COC(c1ccc(Cl)cc1)(c1ccc2c(c1)c(-c1ccccc1)cc(=O)n2C)c1cncn1C,0,,,ChEMBL
COC(c1ccc(Cl)cc1)(c1ccc2c(c1)c(-c1ccc(Cl)cc1)cc(=O)n2C)c1cncn1C,1,,,ChEMBL
COC(c1ccc(Cl)cc1)(c1ccc2c(c1)c(-c1ccc(F)cc1)cc(=O)n2C)c1cncn1C,0,,,ChEMBL
COC(c1ccc(Cl)cc1)(c1ccc2c(c1)c(-c1c(F)cccc1F)cc(=O)n2C)c1cncn1C,1,,,ChEMBL
Cc1cc(CN2CCN(c3c(Br)cnc4[nH]c(N5CCN(C)CC5)nc34)CC2)no1,0,,,ChEMBL
CC(C)[C@]1(C)SC(N[C@H]2C[C@@H]3CC[C@H]2C3)=NC1=O,0,,,ChEMBL
CCOc1ccccc1C[C@H](c1ccccc1)N1CCNCC1,0,,,ChEMBL
COc1ccccc1CC(c1ccccc1)N1CCNCC1,0,,,ChEMBL
O=C(O)c1ccccc1Oc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1,0,,,ChEMBL
O=C(NCCO)c1ccccc1Oc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1,0,,,ChEMBL
O=C(O)c1ccccc1Oc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1,0,,,ChEMBL
O=S(=O)(Nc1cc(Cl)cnc1Oc1cncc(Cl)c1)c1ccc(Cl)c(Cl)c1,1,,,ChEMBL
Cc1ncccc1Oc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1,0,,,ChEMBL
N#Cc1c[nH]c(C(=O)Nc2ccc(-c3ccncc3)cc2C2=CCCCC2)n1,1,,,ChEMBL
C=CCC(OC)[C@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,0,,,ChEMBL
COC[C@@]12CNCC[C@]1(c1ccc3ccccc3c1)C2,0,,,ChEMBL
COC[C@@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,0,,,ChEMBL
Oc1cccc(-c2ccc(Cc3ccncc3)cc2)c1,1,,,ChEMBL
CC(C)=C(c1ccncc1)c1ccc(-c2cccc(O)c2)cc1,1,,,ChEMBL
Oc1ccc(-c2ccc(Cc3ccncc3)cc2)cc1F,1,,,ChEMBL
CC(C)=C(c1ccncc1)c1ccc(-c2ccc(O)c(F)c2)cc1,0,,,ChEMBL
Oc1ccc(-c2ccc(Cc3ccncc3)cc2)cc1O,0,,,ChEMBL
CC(C)=C(c1ccncc1)c1ccc(-c2ccc(O)c(O)c2)cc1,1,,,ChEMBL
Nc1cccc(-c2ccc(Cc3ccncc3)cc2)c1,0,,,ChEMBL
CC(C)=C(c1ccncc1)c1ccc(-c2cccc(N)c2)cc1,0,,,ChEMBL
CC(C)=C(c1ccncc1)c1ccc(-c2ccc(N)c(N)c2)cc1,0,,,ChEMBL
C[C@H](Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ncc(C(F)(F)F)cc2F)CC1)C(C)(C)C,0,,,ChEMBL
COc1cnc(-c2ccc(Cn3c(CC(C)(C)C(=O)[O-])c(SC(C)(C)C)c4cc(OCc5ccc(C)cn5)ccc43)cc2)nc1.[Na+],0,,,ChEMBL
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(S(F)(F)(F)(F)F)cc3)C2)n1C,0,,,ChEMBL
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(C(F)(F)F)c3)C2)n1C,0,,,ChEMBL
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(S(F)(F)(F)(F)F)c3)C2)n1C,0,,,ChEMBL
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3)C2)n1C,0,,,ChEMBL
CS(=O)(=O)N(c1ccccc1)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)cc(C2CCCC2)c1,1,,,ChEMBL
C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(N5CCNCC5)c4)ccc32)sc1C(N)=O)c1ccccc1Cl,0,,,ChEMBL
C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(N5CCN(C)CC5)c4)ccc32)sc1C(N)=O)c1ccccc1Cl,0,,,ChEMBL
C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(N5CCN(C)CC5)c4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F,1,,,ChEMBL
C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(N5CCOCC5)c4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F,0,,,ChEMBL
C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(NCCN(C)C)c4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F,1,,,ChEMBL
C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(NC5CCN(C)CC5)c4)ccc32)sc1C(N)=O)c1ccccc1Cl,0,,,ChEMBL
C[C@@H](Oc1cc(-n2cnc3cc(-c4ccc(NC5CCN(C)CC5)nc4)ccc32)sc1C(N)=O)c1ccccc1Cl,0,,,ChEMBL
C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(NC5CCN(C)CC5)n4)ccc32)sc1C(N)=O)c1ccccc1Cl,0,,,ChEMBL
C[C@@H](Oc1cc(-n2cnc3cc(-c4cnn(CCN5CCN(C)CC5)c4)ccc32)sc1C(N)=O)c1ccccc1Cl,1,,,ChEMBL
C[C@@H](Oc1cc(-n2cnc3cc(-c4cnn(CCCN(C)C)c4)ccc32)sc1C(N)=O)c1ccccc1Cl,1,,,ChEMBL
CCN1CCN(CCCn2cc(-c3ccc4c(c3)ncn4-c3cc(O[C@H](C)c4ccccc4Cl)c(C(N)=O)s3)cn2)CC1,0,,,ChEMBL
C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(NCCS(C)(=O)=O)c4)ccc32)sc1C(N)=O)c1ccccc1Cl,0,,,ChEMBL
C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(NCCO)c4)ccc32)sc1C(N)=O)c1ccccc1Cl,0,,,ChEMBL
C[C@@H](Oc1cc(-n2cnc3cc(-c4cnn(CCN5CCOCC5)c4)ccc32)sc1C(N)=O)c1ccccc1Cl,0,,,ChEMBL
C[C@@H](Oc1cc(-n2cnc3cc(-c4cnn(C)c4)ccc32)sc1C(N)=O)c1ccccc1Cl,1,,,ChEMBL
C[C@@H](Oc1cc(-n2cnc3cc(-c4ccncc4)ccc32)sc1C(N)=O)c1ccccc1Cl,1,,,ChEMBL
C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(N)c4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F,0,,,ChEMBL
C[C@@H](Oc1cc(-n2cnc3cc(-c4ccnc(N)n4)ccc32)sc1C(N)=O)c1ccccc1C(F)(F)F,0,,,ChEMBL
CC(C)C(=O)N1C[C@@H]2[C@H](CNc3nc(-c4ccccn4)cs3)[C@@H]2C1,0,,,ChEMBL
O=C(C1CCOC1)N1C[C@@H]2[C@H](CNc3nc(-c4ccccn4)cs3)[C@@H]2C1,0,,,ChEMBL
Cc1nc2cc(-c3ccccc3)nn2c(-c2ccc(Cl)cc2Cl)c1CN,0,,,ChEMBL
Cc1nc2nc(-c3ccccc3)cn2c(-c2ccc(Cl)cc2Cl)c1CN,0,,,ChEMBL
CCCCCCCc1nc(-c2ccc(CNC(=O)[C@H]3NCC[C@@H]3O)cc2)no1,0,,,ChEMBL
C[C@H](NC(=O)[C@H]1NCC[C@@H]1O)c1ccc(-c2noc(CCC3CCCC3)n2)cc1,0,,,ChEMBL
C[C@H](NC(=O)[C@H]1NCC[C@@H]1O)c1ccc(-c2noc(CCC3CCCCC3)n2)cc1,0,,,ChEMBL
CC[C@H](NC(=O)[C@H]1NCC[C@@H]1O)c1ccc(-c2noc(CCC3CCCCC3)n2)cc1,0,,,ChEMBL
CC(C)CC1n2cncc2CN(Cc2ccc(Cl)cc2)S1(=O)=O,1,,,ChEMBL
CC(C)CC1n2cncc2CN(Cc2ccccc2)S1(=O)=O,0,,,ChEMBL
CC(C)CC1n2cncc2CN(Cc2ccc(OC(F)(F)F)cc2)S1(=O)=O,1,,,ChEMBL
CC(C)CC1n2cncc2CN(Cc2ccc(C(F)(F)F)cc2)S1(=O)=O,1,,,ChEMBL
CC(C)CC1n2cncc2CN(Cc2cccs2)S1(=O)=O,0,,,ChEMBL
CC(C)CC1n2cncc2CN([C@@H](C)c2ccc(Cl)cc2)S1(=O)=O,1,,,ChEMBL
C[C@@H](c1ccc(Cl)cc1)N1Cc2cncn2C(CC(C)(C)O)S1(=O)=O,1,,,ChEMBL
C[C@@H](c1ccc(Cl)cc1)N1Cc2cncn2C(CC2(C)COC2)S1(=O)=O,1,,,ChEMBL
COC(C)(C)CC1n2cncc2CN([C@@H](C)c2ccc(Cl)cc2)S1(=O)=O,1,,,ChEMBL
CC(C)OCC1n2cncc2CN([C@@H](C)c2ccc(Cl)cc2)S1(=O)=O,1,,,ChEMBL
C[C@@H](c1ccc(Cl)cc1)N1Cc2cncn2C(CC2CC2)S1(=O)=O,1,,,ChEMBL
C[C@@H](c1ccc(Cl)cc1)N1Cc2cncn2C(C[C@@H](O)c2ccccc2)S1(=O)=O,1,,,ChEMBL
C[C@@H](c1ccc(Cl)cc1)N1Cc2cncn2C(C[C@H](O)c2ccccc2)S1(=O)=O,0,,,ChEMBL
CC(C)CC1n2cncc2CN([C@H](C)c2ccc(Cl)cc2)S1(=O)=O,1,,,ChEMBL
CCc1ccc(S(=O)(=O)Nc2ccccc2Br)cc1NC1CCN(C)CC1,0,,,ChEMBL
COc1ccc(S(=O)(=O)Nc2cc(Cl)cc(Cl)c2OC)cc1NC1CCN(C)CC1,0,,,ChEMBL
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](SCCN(C)C)C(=O)N(C)[C@@H](CC(C)(C)O)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,0,,,ChEMBL
CC(C)S(=O)(=O)N[C@H]1Cc2ccc(-c3ccc(F)cn3)cc2C1,0,,,ChEMBL
CC(C)S(=O)(=O)NC1Cc2ccc(-c3ccc(Cl)cn3)cc2C1,0,,,ChEMBL
Cc1cccnc1-c1ccc2c(c1)CC(NS(=O)(=O)C(C)C)C2,0,,,ChEMBL
Cc1ccc(-c2ccc3c(c2)CC(NS(=O)(=O)C(C)C)C3)nc1,0,,,ChEMBL
CC(C)S(=O)(=O)NC1Cc2ccc(-c3ccc(F)cn3)cc2C1,0,,,ChEMBL
Cc1ccc(-c2ccc3c(c2)C[C@@H](NS(=O)(=O)C(C)C)C3)cn1,0,,,ChEMBL
CC(C)S(=O)(=O)N[C@H]1Cc2ccc(-c3ccc(F)nc3)cc2C1,0,,,ChEMBL
Cc1ccc(-c2ccc3c(c2)CC(NS(=O)(=O)C(C)C)C3)cn1,0,,,ChEMBL
Cc1ccncc1-c1ccc2c(c1)CC(NS(=O)(=O)C(C)C)C2,0,,,ChEMBL
CC(C)S(=O)(=O)NC1Cc2ccc(-c3cncc(C#N)c3)cc2C1,0,,,ChEMBL
Cc1ccc(-c2ccc3c(c2)CC(NS(=O)(=O)C(C)C)C3)c(C)n1,0,,,ChEMBL
CC(C)S(=O)(=O)NC1Cc2ccc(-c3ccc(F)nc3)cc2C1,0,,,ChEMBL
CC(C)S(=O)(=O)NC1Cc2ccc(-c3cccnc3F)cc2C1,0,,,ChEMBL
CC(C)S(=O)(=O)NC1Cc2ccc(-c3cccnc3)cc2C1,0,,,ChEMBL
COC(=O)C1=C(Cn2ccnc2)NC(C)=C(C#N)C1c1ccc(F)cc1Cl,1,,,ChEMBL
COC(=O)C1=C(Cn2cccn2)NC(C)=C(C#N)C1c1ccc(F)cc1Cl,0,,,ChEMBL
COC(=O)C1=C(Cn2cncn2)NC(C)=C(C#N)C1c1ccc(F)cc1Cl,1,,,ChEMBL
COC(=O)C1=C(Cn2cnnn2)NC(C)=C(C#N)C1c1ccc(F)cc1Cl,0,,,ChEMBL
COC(=O)C1=C(Cn2cnnn2)NC(C)=C(C#N)[C@H]1c1ccc(F)cc1Cl,0,,,ChEMBL
Oc1ccc(-c2ccc(C(O)c3ccncc3)cc2)cc1,0,,,ChEMBL
Nc1ccc(-c2ccc(Cc3ccncc3)cc2)cc1,0,,,ChEMBL
Fc1cccc(-c2ccc(Cc3ccncc3)cc2)c1,1,,,ChEMBL
Oc1ccc2cc(-c3ccc(Cc4ccncc4)cc3)ccc2c1,0,,,ChEMBL
COc1ccc(Cn2c(=O)n(C3CCN(C(=O)C4CCN(Cc5ccncc5)CC4)CC3)c3ccccc32)cc1,1,,,ChEMBL
COc1cccc(Cn2c(=O)n(C3CCN(C(=O)C4CCN(Cc5ccncc5)CC4)CC3)c3ccccc32)c1,1,,,ChEMBL
O=C(C1CCN(Cc2ccncc2)CC1)N1CCC(n2c(=O)n(Cc3ccc(Cl)cc3)c3ccccc32)CC1,1,,,ChEMBL
O=C(C1CCN(Cc2ccncc2)CC1)N1CCC(n2c(=O)n(Cc3cccc(Cl)c3)c3ccccc32)CC1,1,,,ChEMBL
O=C(C1CCN(Cc2ccncc2)CC1)N1CCC(n2c(=O)n(Cc3ccccc3Cl)c3ccccc32)CC1,1,,,ChEMBL
O=C(C1CCN(Cc2ccncc2)CC1)N1CCC(n2c(=O)n(Cc3ccccc3)c3ccccc32)CC1,1,,,ChEMBL
CN(C)CCCn1c(=O)n(C2CCN(C(=O)C3CCN(Cc4ccncc4)CC3)CC2)c2ccccc21,0,,,ChEMBL
O=C(C1CCN(Cc2ccncc2)CC1)N1CCC(n2c(=O)n(CCN3CCOCC3)c3ccccc32)CC1,0,,,ChEMBL
O=C(C1CCN(Cc2ccncc2)CC1)N1CCC(n2c(=O)n(CCN3CCCCC3)c3ccccc32)CC1,0,,,ChEMBL
CN(C)CCn1c(=O)n(C2CCN(C(=O)C3CCN(Cc4ccncc4)CC3)CC2)c2ccccc21,0,,,ChEMBL
CCOCCCn1c(=O)n(C2CCN(C(=O)C3CCN(Cc4ccncc4)CC3)CC2)c2ccccc21,0,,,ChEMBL
O=C(C1CCN(Cc2ccncc2)CC1)N1CCC(n2c(=O)n(CCOc3ccccc3)c3ccccc32)CC1,0,,,ChEMBL
CC(C)OCCn1c(=O)n(C2CCN(C(=O)C3CCN(Cc4ccncc4)CC3)CC2)c2ccccc21,0,,,ChEMBL
CCOCCn1c(=O)n(C2CCN(C(=O)C3CCN(Cc4ccncc4)CC3)CC2)c2ccccc21,0,,,ChEMBL
COCCn1c(=O)n(C2CCN(C(=O)C3CCN(Cc4ccncc4)CC3)CC2)c2ccccc21,0,,,ChEMBL
O=C(C1CCN(Cc2ccncc2)CC1)N1CCC(n2c(=O)n(CCO)c3ccccc32)CC1,0,,,ChEMBL
CC(C)Cn1c(=O)n(C2CCN(C(=O)C3CCN(Cc4ccncc4)CC3)CC2)c2ccccc21,0,,,ChEMBL
Cn1c(=O)n(C2CCN(C(=O)C3CCN(Cc4ccncc4)CC3)CC2)c2ccccc21,0,,,ChEMBL
O=C(C1CCN(Cc2ccncc2)CC1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,0,,,ChEMBL
CNCC[C@@H](c1ccc(Cl)c(Cl)c1)n1nnc(C)n1,0,,,ChEMBL
