Drug,CYP3A4,CYP2C9,CYP2D6,source
CNc1nc(C)c2cc(-c3cnc(OC)c(NS(=O)(=O)c4ccc(F)cc4F)c3)cc(O[C@@H]3CCOC3)c2n1,0,,,ChEMBL
Cl.Cl.NCC#Cc1cccnc1,0,,,ChEMBL
Cc1ccc(C#CCN)cn1.Cl.Cl,0,,,ChEMBL
Cc1ccncc1C#CCN.Cl.Cl,0,,,ChEMBL
CCc1ccncc1C#CCN.Cl.Cl,0,,,ChEMBL
COc1ccncc1C#CCN.Cl.Cl,0,,,ChEMBL
CCCc1ccncc1C#CCN.Cl.Cl,0,,,ChEMBL
Cl.Cl.NCC#Cc1cnccc1-c1ccccc1,0,,,ChEMBL
Cl.Cl.NCC#Cc1cnccc1-c1ccco1,0,,,ChEMBL
Cl.Cl.NCC#Cc1cnccc1-c1ccoc1,0,,,ChEMBL
Cl.Cl.Cl.NCC#Cc1cnccc1-c1ccncc1,0,,,ChEMBL
Cl.Cl.Cl.NCC#Cc1cnccc1-c1cccnc1,0,,,ChEMBL
Cl.Cl.Cl.Cl.NCC#Cc1cnccc1-c1cncnc1,0,,,ChEMBL
Cc1ccncc1-c1ccc(CN)o1.Cl.Cl,0,,,ChEMBL
CCc1ccncc1-c1ccc(CN)o1.Cl.Cl,0,,,ChEMBL
COc1ccncc1-c1ccc(CN)o1.Cl.Cl,0,,,ChEMBL
CCCc1ccncc1-c1ccc(CN)o1.Cl.Cl,0,,,ChEMBL
Cl.Cl.NCc1ccc(-c2cnccc2-c2ccccc2)o1,0,,,ChEMBL
Cl.Cl.NCc1ccc(-c2cnccc2-c2ccco2)o1,0,,,ChEMBL
Cl.Cl.NCc1ccc(-c2cnccc2-c2ccoc2)o1,0,,,ChEMBL
Cl.Cl.Cl.NCc1ccc(-c2cnccc2-c2ccncc2)o1,0,,,ChEMBL
Cl.Cl.Cl.NCc1ccc(-c2cnccc2-c2cccnc2)o1,0,,,ChEMBL
Cl.Cl.Cl.Cl.NCc1ccc(-c2cnccc2-c2cncnc2)o1,0,,,ChEMBL
Cc1ccncc1-c1ccc(CN)s1.Cl.Cl,0,,,ChEMBL
CCc1ccncc1-c1ccc(CN)s1.Cl.Cl,0,,,ChEMBL
COc1ccncc1-c1ccc(CN)s1.Cl.Cl,0,,,ChEMBL
CCCc1ccncc1-c1ccc(CN)s1.Cl.Cl,0,,,ChEMBL
Cl.Cl.NCc1ccc(-c2cnccc2-c2ccccc2)s1,0,,,ChEMBL
Cl.Cl.NCc1ccc(-c2cnccc2-c2ccco2)s1,0,,,ChEMBL
Cl.Cl.NCc1ccc(-c2cnccc2-c2ccoc2)s1,0,,,ChEMBL
Cl.Cl.Cl.NCc1ccc(-c2cnccc2-c2ccncc2)s1,0,,,ChEMBL
Cl.Cl.Cl.NCc1ccc(-c2cnccc2-c2cccnc2)s1,0,,,ChEMBL
Cl.Cl.Cl.Cl.NCc1ccc(-c2cnccc2-c2cncnc2)s1,0,,,ChEMBL
Oc1ccc2c(c1)C(C1(c3ccc(Cl)cc3)CCC1)NCC2,0,,,ChEMBL
CCCS(=O)(=O)NCCOc1ccc2c(c1)C(C1(c3ccc(Cl)cc3)CCC1)NCC2,1,,,ChEMBL
CCCS(=O)(=O)NCCOc1ccc2c(c1)[C@@H](Cc1ccc(Cl)c(Cl)c1)[C@@H](N)CC2,0,,,ChEMBL
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,0,,,ChEMBL
CN(C)c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C#CC(C)(C)C)[C@@H]3CCC4=CC(=O)CCC4=C32)cc1,0,,,ChEMBL
CC(C)N(C)c1ccc([C@H]2C[C@@]3(C)[C@@H](CC[C@@]3(O)C#CC(C)(C)C)[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]32)cc1,0,,,ChEMBL
CN(C)CCCOc1ccc(-c2ccc3ncc4c(c3c2)n(C2CCOCC2)c(=O)n4C)cn1,0,,,ChEMBL
O=C1Nc2ccc(C(=O)N[C@H](CO)c3ccccc3)cc2/C1=C(\c1ccccc1)c1ncc[nH]1,0,,,ChEMBL
CN(C[C@H]1Cc2c(cccc2N2CCNCC2)CN1)[C@H]1CCCc2cccnc21,0,,,ChEMBL
CN(C[C@@H]1Cc2c(cccc2N2CCNCC2)CN1)[C@H]1CCCc2cccnc21,0,,,ChEMBL
CCN(C[C@H]1Cc2c(cccc2N2CCNCC2)CN1)[C@H]1CCCc2cccnc21,0,,,ChEMBL
CCCN(C[C@H]1Cc2c(cccc2N2CCNCC2)CN1)[C@H]1CCCc2cccnc21,0,,,ChEMBL
c1cnc2c(c1)CCC[C@@H]2N(CC1CC1)C[C@H]1Cc2c(cccc2N2CCNCC2)CN1,0,,,ChEMBL
CC(C)N(C[C@H]1Cc2c(cccc2N2CCNCC2)CN1)[C@H]1CCCc2cccnc21,0,,,ChEMBL
c1cnc2c(c1)CCC[C@@H]2N(CC1CCCCC1)C[C@H]1Cc2c(cccc2N2CCNCC2)CN1,0,,,ChEMBL
FC1(F)CCC(CN(C[C@H]2Cc3c(cccc3N3CCNCC3)CN2)[C@H]2CCCc3cccnc32)CC1,0,,,ChEMBL
OCCN(C[C@H]1Cc2c(cccc2N2CCNCC2)CN1)[C@H]1CCCc2cccnc21,0,,,ChEMBL
COCCN(C[C@H]1Cc2c(cccc2N2CCNCC2)CN1)[C@H]1CCCc2cccnc21,0,,,ChEMBL
Cc1cccnc1CN(C)C[C@H]1Cc2c(cccc2N2CCNCC2)CN1,0,,,ChEMBL
Cc1cnc(CN(C)C[C@H]2Cc3c(cccc3N3CCNCC3)CN2)c(C)c1,0,,,ChEMBL
Cc1ccc(CN(C)C[C@H]2Cc3c(cccc3N3CCNCC3)CN2)nc1,0,,,ChEMBL
Cc1cnc2c(c1)CCC[C@@H]2N(C)C[C@H]1Cc2c(cccc2N2CCNCC2)CN1,0,,,ChEMBL
CN1CCN(c2cccc3c2C[C@H](CN2CCC[C@H]4CCc5cccnc5[C@H]42)NC3)CC1,0,,,ChEMBL
CN(C[C@H]1Cc2c(cccc2N2C[C@H]3C[C@@H]2CN3)CN1)[C@H]1CCCc2cccnc21,0,,,ChEMBL
CN(C[C@H]1Cc2c(cccc2N2C[C@@H]3C[C@H]2CN3)CN1)[C@H]1CCCc2cccnc21,0,,,ChEMBL
CN(C[C@H]1Cc2c(cccc2N2CCNC(C)(C)C2)CN1)[C@H]1CCCc2cccnc21,0,,,ChEMBL
C[C@@H]1CN(c2cccc3c2C[C@H](CN(C)[C@H]2CCCc4cccnc42)NC3)C[C@H](C)N1,0,,,ChEMBL
CN1CCN(c2cccc3c2C[C@H](CN(C)[C@H]2CCCc4cccnc42)NC3)CC1,0,,,ChEMBL
CCN1CCN(c2cccc3c2C[C@H](CN(C)[C@H]2CCCc4cccnc42)NC3)CC1,0,,,ChEMBL
CC(C)N1CCN(c2cccc3c2C[C@H](CN(C)[C@H]2CCCc4cccnc42)NC3)CC1,0,,,ChEMBL
CN(C[C@H]1Cc2c(cccc2N2CCN(C3CC3)CC2)CN1)[C@H]1CCCc2cccnc21,0,,,ChEMBL
CN(C[C@H]1Cc2c(cccc2N2CCN(C3COC3)CC2)CN1)[C@H]1CCCc2cccnc21,0,,,ChEMBL
CN(C[C@H]1Cc2c(cccc2N2CCN(c3cccc(C(F)(F)F)c3)CC2)CN1)[C@H]1CCCc2cccnc21,0,,,ChEMBL
CN(C[C@H]1Cc2c(cccc2N2CCN(c3ccccn3)CC2)CN1)[C@H]1CCCc2cccnc21,0,,,ChEMBL
CN(C[C@H]1Cc2c(cccc2N2CCN(c3ncccn3)CC2)CN1)[C@H]1CCCc2cccnc21,0,,,ChEMBL
CN(C[C@H]1Cc2c(cccc2N2CCN(Cc3ccccn3)CC2)CN1)[C@H]1CCCc2cccnc21,0,,,ChEMBL
C[C@@H]1CN(c2cccc3c2C[C@H](CN(C)[C@H]2CCCc4cccnc42)NC3)C[C@H](C)N1C,0,,,ChEMBL
CN(C[C@H]1Cc2c(cccc2N2CCN3CCC[C@@H]3C2)CN1)[C@H]1CCCc2cccnc21,0,,,ChEMBL
CN(C[C@H]1Cc2c(cccc2N2CCN3CCC[C@H]3C2)CN1)[C@H]1CCCc2cccnc21,0,,,ChEMBL
CN1Cc2cccc(N3CCNCC3)c2C[C@@H]1CN(C)[C@H]1CCCc2cccnc21,0,,,ChEMBL
CN1CCN(c2cccc3c2C[C@H](CN(C)[C@H]2CCCc4cccnc42)N(C)C3)CC1,0,,,ChEMBL
N#Cc1cc(F)cc(Oc2ccc3c(c2C(F)F)[C@@H](O)C(F)(F)S3(=O)=O)c1,0,,,ChEMBL
CS(=O)(=O)c1ccc(Oc2cc(F)cc(C#N)c2)c2c1[C@H](O)C(F)(F)C2,0,,,ChEMBL
CCOC(=O)C1=C(CN2CCOCC2)NC(c2nccs2)=NC1c1ccc(F)cc1Br,0,,,ChEMBL
CCc1cccc(-c2c(Cl)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)[C@@H]3CC[C@H](N)C3)C2)c1,1,,,ChEMBL
CCc1cccc(-c2c(Cl)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)[C@H]3C[C@@H](N)[C@@H](O)C3)C2)c1,1,,,ChEMBL
CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)CCCN)C2)c1,1,,,ChEMBL
CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)CC(O)CN)C2)c1,1,,,ChEMBL
CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)CCCNC)C2)c1,1,,,ChEMBL
CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)[C@@H]3CC[C@H](N)C3)C2)c1,1,,,ChEMBL
CCc1cccc(-c2c(Cl)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)[C@@H]3CC[C@H](NC)C3)C2)c1,1,,,ChEMBL
CCc1cccc(-c2c(Cl)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)CCCNC)C2)c1,1,,,ChEMBL
CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)CC(O)CNC)C2)c1,1,,,ChEMBL
CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)CC(CNC)OC)C2)c1,1,,,ChEMBL
N#Cc1cc(S(=O)(=O)Nc2ncns2)ccc1Oc1ccc(-c2cccc(C(F)(F)F)c2)cc1-c1ccnc(CNCCC2CCNCC2)c1,0,,,ChEMBL
N[C@@H]1CCC=C(c2ccc(F)cc2)[C@H]1COc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,0,,,ChEMBL
CCN[C@@H]1CCC=C(c2ccc(F)cc2)[C@H]1COc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl.Cl,0,,,ChEMBL
Cl.N[C@@H]1CCC=C(c2ccc(F)cc2)[C@H]1CNc1cc(F)c(S(=O)(=O)Nc2cscn2)cc1Cl,0,,,ChEMBL
Cl.N[C@@H]1CCC=C(c2ccc(F)cc2)[C@H]1COc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl,0,,,ChEMBL
Cl.N[C@@H]1CCC=C(c2ccc(F)cc2)[C@H]1CNc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl,0,,,ChEMBL
Cl.N[C@@H]1CCC=C(c2ccc(F)cc2)[C@H]1CSc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl,0,,,ChEMBL
CCN[C@@H]1CCC=C(c2ccc(F)cc2)[C@H]1COc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl.Cl,0,,,ChEMBL
CCN[C@@H]1CCC=C(c2ccc(F)cc2)[C@H]1CNc1cc(F)c(S(=O)(=O)Nc2nccs2)cc1Cl.Cl,0,,,ChEMBL
COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12,0,,,ChEMBL
COc1nc2ccc(Br)cc2cc1[C@@H](c1cc(C)c(C)s1)[C@@](O)(CCN(C)C)c1cccc(F)c1,0,,,ChEMBL
COc1nc2ccc(Br)cc2cc1[C@@H](c1cccnc1N(C)C)[C@@](O)(CCN(C)C)c1cccc(F)c1,0,,,ChEMBL
COc1nc2ccc(Br)cc2cc1[C@@H](c1ccc(N(C)C)nc1)[C@@](O)(CCN(C)C)c1cccc(F)c1,0,,,ChEMBL
CCSc1ccc([C@H](c2cc3cc(Br)ccc3nc2OC)[C@@](O)(CCN(C)C)c2cccc(F)c2)cn1,0,,,ChEMBL
COc1nc2ccc(Br)cc2cc1[C@@H](c1cncc(C)c1)[C@@](O)(CCN(C)C)c1cccc(F)c1,0,,,ChEMBL
COc1cc([C@H](c2cc3cc(Br)ccc3nc2OC)[C@@](O)(CCN(C)C)c2cccc(F)c2)cnc1OC,0,,,ChEMBL
COc1nc2ccc(Br)cc2cc1[C@@H](c1ccnc(OC)c1OC)[C@@](O)(CCN(C)C)c1cccc(C)c1,0,,,ChEMBL
COc1nc2ccc(Br)cc2cc1[C@@H](c1ccnc(OC)c1OC)[C@@](O)(CCN(C)C)c1cccc(OC(F)F)c1,0,,,ChEMBL
COc1nc2ccc(Br)cc2cc1[C@@H](c1ccnc(OC)c1OC)[C@@](O)(CCN(C)C)c1cccc(C#N)c1,0,,,ChEMBL
N#Cc1ccc(Cn2ccc(NC(=O)Cc3ccc(C4(C(F)(F)F)CC4)cc3)n2)nc1,0,,,ChEMBL
Cc1cc(CC(=O)Nc2ccn(Cc3ccc(C#N)cn3)n2)ccc1OCC(F)(F)F,0,,,ChEMBL
Cc1cc(CC(=O)Nc2ccn(Cc3ccc(C#N)cn3)n2)ccc1OCCC(F)(F)F,0,,,ChEMBL
Cc1cc(CC(=O)Nc2ccn(Cc3ccc(C#N)cn3)n2)ccc1OC(F)(F)F,0,,,ChEMBL
CCOc1cc(/C=C/C(=O)c2ccncc2)cc(OCC)c1OCC,0,,,ChEMBL
COc1ccc(/C=C/C(=O)c2ccncc2)cc1OC,0,,,ChEMBL
COc1cc(/C=C/C(=O)c2ccncc2)cc(OC)c1OC,0,,,ChEMBL
COc1ccccc1/C=C/C(=O)c1ccncc1,0,,,ChEMBL
COc1cccc(/C=C/C(=O)c2ccncc2)c1,0,,,ChEMBL
COc1ccc(/C=C/C(=O)c2ccncc2)cc1,0,,,ChEMBL
O=C(/C=C/c1ccc2c(c1)OCO2)c1ccncc1,0,,,ChEMBL
O=C(/C=C/c1cccc2ccccc12)c1ccncc1,0,,,ChEMBL
COc1cc(/C=C/C(=O)c2ccncc2)cc(OC)c1,0,,,ChEMBL
COc1ccc(/C=C/C(=O)c2ccncc2)c(OC)c1OC,0,,,ChEMBL
CCOc1c(OC)cc(/C=C/C(=O)c2ccncc2)cc1OC,0,,,ChEMBL
CCOc1cc(/C=C/C(=O)c2ccncc2)cc(OC)c1OC,0,,,ChEMBL
CCOc1cc(/C=C/C(=O)c2ccncc2)cc(OC)c1OCC,0,,,ChEMBL
N[C@H]1CCN(c2cc3c(cc2F)n2ccnc2c(=O)n3C2CC2)C1,0,,,ChEMBL
N[C@H]1CCN(c2cc3c(cc2F)n2ncnc2c(=O)n3C2CC2)C1,0,,,ChEMBL
O=c1c2nccn2c2cc(F)c(-c3ccncc3)cc2n1C1CC1,0,,,ChEMBL
CCN(CC)[C@@H](C)CNC(=O)c1cc(-c2cnn3ccc(-c4cccs4)nc23)nc(N2CC(OC)C2)c1,0,,,ChEMBL
CC(C)(C)Cn1ncn(-c2ccc(C(F)(F)C(O)(Cn3cnnn3)c3ccc(F)cc3F)nc2)c1=O,0,,,ChEMBL
OC(Cn1cnnn1)(c1ccc(F)cc1F)C(F)(F)c1ccc(-c2ccc(OCC(F)(F)F)cc2)cn1,0,,,ChEMBL
O=c1n(-c2ccc(C(F)(F)C(O)(Cn3cnnn3)c3ccc(F)cc3F)nc2)cnn1C1CCCC1,0,,,ChEMBL
O=c1n(-c2ccc(C(F)(F)C(O)(Cn3cnnn3)c3ccc(F)cc3F)nc2)cnn1C1CCCCC1,0,,,ChEMBL
CC(C)=CCc1cc(C2CC(=O)c3ccc(O)c(CC=C(C)C)c3O2)ccc1O,0,,,ChEMBL
CCOc1c(Cl)cc(C(=O)Nc2ccc(C(=O)O)c(C)c2)cc1OC(C)C,0,,,ChEMBL
CC1(C)CCC(C)(C)c2c1cc(C(=O)Nc1cc(F)c(C(=O)O)c(F)c1)c(O)c2Cl,0,,,ChEMBL
CCCCNc1nc(N)nc2cccc(OCc3ccccc3OC)c12,0,,,ChEMBL
CCCCNc1nc(N)nc2cccc(OCc3ccc(CO)cc3OC)c12,0,,,ChEMBL
CCCCNc1nc(N)nc2cccc(OCc3ccccn3)c12,0,,,ChEMBL
CCCCNc1nc(N)nc2cccc(OCc3cccnc3)c12,0,,,ChEMBL
CCCCNc1nc(N)nc2cccc(OCc3nccc(OC)c3OC)c12,0,,,ChEMBL
CCCCNc1nc(N)nc2cccc(C(=O)NC)c12,0,,,ChEMBL
CCCCNc1nc(N)nc2cccc(C(=O)NC(C)C)c12,0,,,ChEMBL
CCCCNc1nc(N)nc2cccc(C(=O)NCc3ccccc3)c12,0,,,ChEMBL
CCCCNc1nc(N)nc2cccc(C(=O)N(C)Cc3ccccc3)c12,0,,,ChEMBL
CCCCNc1nc(N)nc2cccc(C(=O)N[C@H](C)c3ccccc3)c12,0,,,ChEMBL
CCCCNc1nc(N)nc2cccc(C(=O)N[C@@H](C)c3ccccc3)c12,0,,,ChEMBL
CNc1ccc(C(N)=O)cn1,0,,,ChEMBL
Cc1ncc(C(=O)Nc2ccc(-c3cccc(OC4CC4)c3)cn2)cn1,0,,,ChEMBL
Cc1ncc(C(=O)Nc2ccc(-c3ccsc3)cn2)cn1,0,,,ChEMBL
Cc1ncc(C(=O)Nc2ccc(-c3cccc(S(=O)(=O)C4CC4)c3)cn2)cn1,0,,,ChEMBL
CN(C)C(=O)c1ccc(OCCCCC[C@H]2CC[C@]3(CC2)COC(C)(C)C3)cc1,0,,,ChEMBL
N#Cc1ccc(-c2cnc3ccc(-c4ccc(C(=O)N5CCOCC5)cc4)cn23)cc1,0,,,ChEMBL
CN1CCN(C(=O)c2ccc(-c3ccc4ncc(-c5ccc(C#N)cc5)n4c3)cc2)CC1,0,,,ChEMBL
N#Cc1ccc(-c2cnc3ccc(-c4ccc(C(=O)N5CCNCC5)cc4)nn23)cc1,0,,,ChEMBL
N#Cc1ccc(-c2cnc3ccc(-c4ccc(C(=O)N5CCOCC5)cc4)nn23)cc1,0,,,ChEMBL
CN1CCN(C(=O)c2ccc(-c3ccc4ncc(-c5ccc(C#N)cc5)n4n3)cc2)CC1,0,,,ChEMBL
CN(C)C1CCN(C(=O)c2ccc(-c3cn4c(-c5ccc(C#N)cc5)cnc4cn3)cc2)CC1,0,,,ChEMBL
N#Cc1ccc(-c2cnc3cnc(-c4ccc(C(=O)N5CCOCC5)cc4)cn23)cc1,0,,,ChEMBL
CN1CCN(C(=O)c2ccc(-c3cn4c(-c5ccc(C#N)cc5)cnc4cn3)cc2)CC1,0,,,ChEMBL
NC(=O)c1ccc(-c2cn3c(-c4ccc(O)cc4)cnc3cn2)cc1,0,,,ChEMBL
COc1cc2c(cc1-n1cnc3ccc(-c4ccnc5[nH]ccc45)cc31)CNC2,0,,,ChEMBL
COCCCN1CCC(c2nnc(-c3cccc4cc(C(C)C)nn34)o2)CC1,0,,,ChEMBL
CC(C)c1cc2cccc(-c3nnc(C4CCN(CC5CCOCC5)CC4)o3)n2n1,0,,,ChEMBL
CCN(CC)CC.NC(=O)c1ccc(-c2cc(C(=O)O)cc(-n3cc(-c4ccc(C(F)(F)F)cc4)nn3)c2)cc1,0,,,ChEMBL
CS(=O)(=O)N1CCN(C(=O)c2cnc3ccc(F)cc3c2N2CCC(C#N)(c3ccccc3)CC2)CC1,0,,,ChEMBL
CS(=O)(=O)N1CCN(C(=O)c2cnc3ccc(F)cc3c2-c2ccc(C3(C#N)CC3)cc2)CC1,0,,,ChEMBL
C[C@]12CC[C@H](O)C[C@@H]1/C(=N\O)C[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,0,,,ChEMBL
O=C(NC[C@@H](Cc1ccccc1)N1CCC(O)(C(F)(F)F)CC1)C1(c2ccc(Cl)cc2)CCCC1,0,,,ChEMBL
COCCOc1ccc(N2CCN(CCn3c(=O)n(C)c4c3nc(N)n3nc(-c5nccs5)nc43)CC2)cc1F,0,,,ChEMBL
COc1ccc(N2C(=O)CN(Cc3ccccc3)C2=S)cc1Cl,0,,,ChEMBL
CN(C)c1ccc(N2C(=O)CN(Cc3ccc(F)cc3)C2=S)cc1Cl,0,,,ChEMBL
COc1cc(N2C(=O)CN(Cc3ccc(F)cc3Cl)C2=S)ccc1N(C)C,0,,,ChEMBL
Cc1csc(NC(=O)c2cc(C(F)(F)c3cncnc3)cc3cccnc23)n1,0,,,ChEMBL
C[C@@]1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)C=C(CF)OC(N)=N1,0,,,ChEMBL
C[C@H](Oc1ccc(S(C)(=O)=O)cc1C(=O)N1Cc2cn(-c3ccccc3)nc2C1)C(F)(F)F,0,,,ChEMBL
C[C@H](Oc1ccc(S(C)(=O)=O)cc1C(=O)N1Cc2cn(-c3ccccc3F)nc2C1)C(F)(F)F,0,,,ChEMBL
Cc1cccc(-n2cc3c(n2)CN(C(=O)c2cc(S(C)(=O)=O)ccc2O[C@@H](C)C(F)(F)F)C3)c1,0,,,ChEMBL
C[C@H](Oc1ccc(S(C)(=O)=O)cc1C(=O)N1Cc2cn(-c3cncc(F)c3)nc2C1)C(F)(F)F,0,,,ChEMBL
Cc1cc(-n2cc3c(n2)CN(C(=O)c2cc(S(C)(=O)=O)ccc2O[C@@H](C)C(F)(F)F)C3)ccn1,0,,,ChEMBL
C[C@H](Oc1ccc(S(C)(=O)=O)cc1C(=O)N1Cc2cn(C3CCCC3)nc2C1)C(F)(F)F,0,,,ChEMBL
CC(C)Oc1ccc(S(C)(=O)=O)cc1C(=O)N1Cc2cn(-c3ccccc3F)nc2C1,0,,,ChEMBL
CC(C)(C)Oc1ccc(S(C)(=O)=O)cc1C(=O)N1Cc2cn(-c3ccccc3F)nc2C1,0,,,ChEMBL
CS(=O)(=O)c1ccc(OCC2CC2)c(C(=O)N2Cc3cn(-c4ccccc4F)nc3C2)c1,0,,,ChEMBL
CS(=O)(=O)c1ccc(N2CCC(F)(F)CC2)c(C(=O)N2Cc3cn(-c4ccccc4F)nc3C2)c1,0,,,ChEMBL
CS(=O)(=O)c1ccc(N2CCC(F)(F)CC2)c(C(=O)N2Cc3cn(-c4cncc(F)c4)nc3C2)c1,0,,,ChEMBL
Cc1cc(-n2cc3c(n2)CN(C(=O)c2cc(S(C)(=O)=O)ccc2N2CCC(F)(F)CC2)C3)ccn1,0,,,ChEMBL
CS(=O)(=O)c1ccc(-c2cccc(F)c2)c(C(=O)N2Cc3cn(-c4ccccc4F)nc3C2)c1,0,,,ChEMBL
CS(=O)(=O)c1ccc(-c2cccc(F)c2)c(C(=O)N2Cc3cn(-c4cncc(F)c4)nc3C2)c1,0,,,ChEMBL
Cc1cc(-n2cc3c(n2)CN(C(=O)c2cc(S(C)(=O)=O)ccc2-c2cccc(F)c2)C3)ccn1,0,,,ChEMBL
CCS(=O)(=O)c1ccc(O[C@@H](C)C(F)(F)F)c(C(=O)N2Cc3cn(-c4ccccc4F)nc3C2)c1,0,,,ChEMBL
CCS(=O)(=O)c1ccc(O[C@@H](C)C(F)(F)F)c(C(=O)N2Cc3cn(-c4cncc(F)c4)nc3C2)c1,0,,,ChEMBL
CCS(=O)(=O)c1ccc(O[C@@H](C)C(F)(F)F)c(C(=O)N2Cc3cn(-c4ccnc(C)c4)nc3C2)c1,0,,,ChEMBL
CC(C)S(=O)(=O)c1ccc(O[C@@H](C)C(F)(F)F)c(C(=O)N2Cc3cn(-c4ccccc4)nc3C2)c1,0,,,ChEMBL
C[C@H](Oc1ccc(C#N)cc1C(=O)N1Cc2cn(-c3ccccc3F)nc2C1)C(F)(F)F,0,,,ChEMBL
C[C@H](Oc1ccc(C#N)cc1C(=O)N1Cc2cn(-c3cncc(F)c3)nc2C1)C(F)(F)F,0,,,ChEMBL
Cc1cc(-n2cc3c(n2)CN(C(=O)c2cc(C#N)ccc2O[C@@H](C)C(F)(F)F)C3)ccn1,0,,,ChEMBL
C[C@H](Oc1ccc(C#N)cc1C(=O)N1Cc2cn(C3CCCC3)nc2C1)C(F)(F)F,0,,,ChEMBL
CC(C)Oc1ccc(C#N)cc1C(=O)N1Cc2cn(-c3ccccc3)nc2C1,0,,,ChEMBL
CC(C)Oc1ccc(C#N)cc1C(=O)N1Cc2cn(-c3cncc(F)c3)nc2C1,0,,,ChEMBL
Cc1cc(-n2cc3c(n2)CN(C(=O)c2cc(C#N)ccc2OC(C)C)C3)ccn1,0,,,ChEMBL
Cc1cc(-n2cc3c(n2)CN(C(=O)c2cc(C#N)ccc2OCC2CC2)C3)ccn1,0,,,ChEMBL
Cc1cc(-n2cc3c(n2)CN(C(=O)c2cc(C#N)ccc2N2CCC(F)(F)CC2)C3)ccn1,0,,,ChEMBL
N#Cc1ccc(-c2cccc(F)c2)c(C(=O)N2Cc3cn(-c4cncc(F)c4)nc3C2)c1,0,,,ChEMBL
Cc1cc(-n2cc3c(n2)CN(C(=O)c2cc(C#N)ccc2-c2cccc(F)c2)C3)ccn1,0,,,ChEMBL
COc1ccc(NC(=O)N2CCN(c3nc(N)nc4c3cnn4C)[C@@H](C)C2)c(C)c1,0,,,ChEMBL
Cc1ccc(NC(=O)N2CCN(c3nc(N)nc4sc(-c5cccnc5)nc34)CC2)cc1,1,,,ChEMBL
COc1ccc(NC(=O)N2CCN(c3nc(N)nc4scnc34)CC2)cc1,0,,,ChEMBL
COc1ccc(NC(=O)N2CCN(c3nc(N)nc4c3ncn4C)[C@@H](C)C2)c(C)c1,0,,,ChEMBL
COc1ccc(NC(=O)N2CCN(c3nc(N)nc4sc(-c5cccnc5)nc34)CC2)cc1,0,,,ChEMBL
COc1ccc(NC(=O)N2CCN(c3nc(N)nc4sc(-c5ccccc5)nc34)CC2)cc1,0,,,ChEMBL
COc1ccc(NC(=O)N2CCN(c3nc(N)nc4scnc34)[C@@H](C)C2)c(C)c1,0,,,ChEMBL
COc1ccc(NC(=O)N2CCN(c3nc(N)nc4scnc34)[C@@H](C)C2)cc1,0,,,ChEMBL
COc1ccc(NC(=O)N2CCN(c3nc(N)nc4scnc34)[C@@H](C)C2)c(C)n1,0,,,ChEMBL
COc1ccc(NC(=O)N2CCN(c3nc(N)nc4sccc34)[C@@H](C)C2)c(C)c1,0,,,ChEMBL
COc1ccc(NC(=O)N2CCN(c3nc(N)nc4sncc34)[C@@H](C)C2)c(C)c1,0,,,ChEMBL
O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,0,,,ChEMBL
CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,0,,,ChEMBL
